ip,timestamp,endpoint,status_code,response_time_ms,user_agent,is_attack,attack_type
10.0.1.78,2025-05-12 10:45:06.214769,/analytics/requests,500,173,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.7,2025-05-12 10:45:06.692592,/auth/register,401,87,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
10.0.1.56,2025-05-12 10:45:07.021830,/auth/register,200,154,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.130,2025-05-12 10:45:07.152797,/security/rate-limits,200,207,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.13,2025-05-12 10:45:07.777752,/auth/login,401,45,curl/7.88.1,1,bruteforce
192.168.1.13,2025-05-12 10:45:07.795140,/auth/register,401,44,curl/7.88.1,1,bruteforce
10.0.1.121,2025-05-12 10:45:08.454684,/auth/login,400,231,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.7,2025-05-12 10:45:08.790317,/health,200,75,Go-http-client/1.1,1,scraper
203.0.1.7,2025-05-12 10:45:09.706046,/auth/register,429,49,Java/17.0.1,1,credential_stuffing
10.0.1.85,2025-05-12 10:45:10.388893,/docs,200,64,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.7,2025-05-12 10:45:10.411888,/auth/login,401,45,Java/17.0.1,1,credential_stuffing
10.1.1.19,2025-05-12 10:45:10.616343,/auth/login,404,85,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.13,2025-05-12 10:45:10.756257,/auth/login,401,22,curl/7.88.1,1,bruteforce
10.0.1.158,2025-05-12 10:45:10.763336,/docs,404,193,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.94,2025-05-12 10:45:11.193108,/api/keys,200,210,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.7,2025-05-12 10:45:11.839978,/auth/login,401,10,PostmanRuntime/7.36.0,1,credential_stuffing
10.0.1.77,2025-05-12 10:45:11.914616,/users/profile,200,185,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
203.0.1.7,2025-05-12 10:45:12.584054,/auth/login,200,38,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
172.16.1.8,2025-05-12 10:45:12.806801,/admin/users,200,70,axios/1.6.2,1,scraper
203.0.1.7,2025-05-12 10:45:13.044878,/auth/login,429,48,PostmanRuntime/7.36.0,1,credential_stuffing
10.0.1.134,2025-05-12 10:45:13.079811,/auth/login,200,204,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.27,2025-05-12 10:45:13.574447,/security/blocked-ips,200,171,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.7,2025-05-12 10:45:14.109478,/auth/login,401,24,PostmanRuntime/7.36.0,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:14.188565,/auth/register,401,54,PostmanRuntime/7.36.0,1,credential_stuffing
192.168.1.13,2025-05-12 10:45:14.360753,/auth/login,401,45,curl/7.88.1,1,bruteforce
10.0.1.134,2025-05-12 10:45:15.194999,/health,500,95,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.18,2025-05-12 10:45:15.377454,/analytics/requests,200,134,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
203.0.1.7,2025-05-12 10:45:15.662539,/auth/login,401,91,Java/17.0.1,1,credential_stuffing
172.16.1.1,2025-05-12 10:45:15.966306,/admin/config,200,62,Java/17.0.1,1,scraper
192.168.1.14,2025-05-12 10:45:16.036912,/auth/login,401,47,python-requests/2.31.0,1,bruteforce
203.0.1.7,2025-05-12 10:45:16.404540,/auth/login,429,43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
172.16.1.4,2025-05-12 10:45:16.414497,/api/v1/data,200,72,Java/17.0.1,1,scraper
10.0.1.168,2025-05-12 10:45:16.470104,/analytics/summary,200,162,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.17,2025-05-12 10:45:16.524604,/api/keys/generate,500,125,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.1.1.9,2025-05-12 10:45:16.983158,/analytics/requests,200,111,python-requests/2.31.0,0,normal
192.168.1.13,2025-05-12 10:45:17.269148,/auth/register,401,48,curl/7.88.1,1,bruteforce
203.0.1.13,2025-05-12 10:45:17.286997,/auth/register,401,68,Java/17.0.1,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:17.772429,/auth/register,429,60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
203.0.1.13,2025-05-12 10:45:18.407741,/auth/register,401,56,custom-bot/1.0,1,credential_stuffing
192.168.1.13,2025-05-12 10:45:18.693564,/auth/login,401,59,curl/7.88.1,1,bruteforce
203.0.1.7,2025-05-12 10:45:18.931615,/auth/login,401,10,curl/7.88.1,1,credential_stuffing
192.168.1.13,2025-05-12 10:45:18.944248,/auth/login,401,50,curl/7.88.1,1,bruteforce
192.168.1.13,2025-05-12 10:45:19.413269,/auth/login,401,39,curl/7.88.1,1,bruteforce
203.0.1.7,2025-05-12 10:45:19.691448,/auth/login,401,82,PostmanRuntime/7.36.0,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:19.839357,/auth/register,401,65,curl/7.88.1,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:19.933433,/auth/login,401,56,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:20.560101,/auth/login,401,50,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:21.028498,/auth/login,401,36,PostmanRuntime/7.36.0,1,credential_stuffing
10.0.1.152,2025-05-12 10:45:21.775084,/security/blocked-ips,200,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.6,2025-05-12 10:45:21.936319,/security/rate-limits,200,51,Java/17.0.1,1,scraper
10.0.1.32,2025-05-12 10:45:22.034915,/health,200,194,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.13,2025-05-12 10:45:22.558089,/auth/login,200,35,curl/7.88.1,1,bruteforce
192.168.1.13,2025-05-12 10:45:22.825525,/auth/login,401,36,curl/7.88.1,1,bruteforce
203.0.1.7,2025-05-12 10:45:23.280942,/auth/login,401,17,curl/7.88.1,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:24.195180,/auth/login,401,67,Java/17.0.1,1,credential_stuffing
10.0.1.104,2025-05-12 10:45:24.299325,/security/blocked-ips,200,136,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.7,2025-05-12 10:45:24.371077,/auth/login,401,58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
172.16.1.13,2025-05-12 10:45:24.525251,/analytics/summary,200,68,Java/17.0.1,1,scraper
192.168.1.13,2025-05-12 10:45:24.719943,/users/profile,401,21,curl/7.88.1,1,bruteforce
10.0.1.32,2025-05-12 10:45:26.457958,/users/profile,200,127,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.11,2025-05-12 10:45:26.560305,/analytics/summary,200,46,PostmanRuntime/7.36.0,1,scraper
172.16.1.14,2025-05-12 10:45:27.518270,/auth/login,403,47,Go-http-client/1.1,1,scraper
172.16.1.12,2025-05-12 10:45:27.745937,/auth/register,200,49,curl/7.88.1,1,scraper
203.0.1.7,2025-05-12 10:45:28.040687,/auth/login,401,75,curl/7.88.1,1,credential_stuffing
10.0.1.57,2025-05-12 10:45:28.875899,/analytics/summary,200,133,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.174,2025-05-12 10:45:29.144160,/analytics/summary,200,74,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.7,2025-05-12 10:45:29.357582,/api/v1/data,200,56,curl/7.88.1,1,scraper
10.0.1.100,2025-05-12 10:45:29.720815,/analytics/requests,200,120,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.14,2025-05-12 10:45:30.889950,/auth/login,401,43,python-requests/2.31.0,1,bruteforce
172.16.1.7,2025-05-12 10:45:31.711214,/api/v2/data,500,71,Go-http-client/1.1,1,scraper
203.0.1.7,2025-05-12 10:45:32.084345,/users/profile,403,65,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
192.168.1.13,2025-05-12 10:45:33.040675,/auth/login,401,52,curl/7.88.1,1,bruteforce
192.168.1.14,2025-05-12 10:45:33.559730,/auth/login,429,50,python-requests/2.31.0,1,bruteforce
10.0.1.26,2025-05-12 10:45:33.627960,/api/keys,201,148,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.7,2025-05-12 10:45:33.789374,/auth/login,401,67,curl/7.88.1,1,credential_stuffing
10.0.1.85,2025-05-12 10:45:34.821734,/analytics/summary,200,117,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.14,2025-05-12 10:45:34.843576,/auth/login,401,47,python-requests/2.31.0,1,bruteforce
203.0.1.7,2025-05-12 10:45:35.375917,/auth/login,401,52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
10.0.1.23,2025-05-12 10:45:35.880781,/docs,200,188,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.14,2025-05-12 10:45:35.935549,/auth/login,401,43,python-requests/2.31.0,1,bruteforce
192.168.1.13,2025-05-12 10:45:36.160398,/auth/login,401,53,curl/7.88.1,1,bruteforce
192.168.1.13,2025-05-12 10:45:36.764186,/auth/login,401,57,curl/7.88.1,1,bruteforce
10.1.1.14,2025-05-12 10:45:37.191185,/users/profile,200,131,python-requests/2.31.0,0,normal
10.0.1.25,2025-05-12 10:45:37.518067,/security/rate-limits,200,188,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.7,2025-05-12 10:45:37.960689,/auth/login,401,50,curl/7.88.1,1,credential_stuffing
203.0.1.7,2025-05-12 10:45:38.204099,/auth/register,401,53,curl/7.88.1,1,credential_stuffing
10.0.1.45,2025-05-12 10:45:39.019825,/users/settings,404,159,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.45,2025-05-12 10:45:39.430726,/auth/login,200,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.1.1.3,2025-05-12 10:45:39.499550,/users/settings,200,90,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.1,2025-05-12 10:45:40.102927,/analytics/requests,404,140,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.9,2025-05-12 10:45:40.104392,/users/profile,200,91,python-requests/2.31.0,1,scraper
172.16.1.6,2025-05-12 10:45:40.192932,/users/profile,200,66,Java/17.0.1,1,scraper
10.0.1.46,2025-05-12 10:45:41.427892,/users/settings,200,95,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
203.0.1.7,2025-05-12 10:45:42.200510,/auth/login,401,38,Java/17.0.1,1,credential_stuffing
10.0.1.147,2025-05-12 10:45:45.428594,/api/keys,200,201,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.91,2025-05-12 10:45:45.615091,/health,200,140,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.11,2025-05-12 10:45:46.450869,/auth/register,200,50,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.123,2025-05-12 10:45:47.061069,/users/settings,200,131,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.66,2025-05-12 10:45:47.473497,/api/keys,200,169,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.127,2025-05-12 10:45:47.475274,/auth/login,200,177,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.115,2025-05-12 10:45:47.967702,/auth/login,200,163,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
203.0.1.7,2025-05-12 10:45:48.451130,/auth/login,401,80,PostmanRuntime/7.36.0,1,credential_stuffing
192.168.1.14,2025-05-12 10:45:48.818268,/auth/login,401,44,python-requests/2.31.0,1,bruteforce
172.16.1.12,2025-05-12 10:45:48.856145,/api/keys,200,81,curl/7.88.1,1,scraper
203.0.1.7,2025-05-12 10:45:49.336164,/users/profile,401,49,PostmanRuntime/7.36.0,1,credential_stuffing
10.0.1.157,2025-05-12 10:45:49.862507,/analytics/requests,200,75,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.8,2025-05-12 10:45:49.999807,/internal/status,404,69,custom-bot/1.0,1,scraper
203.0.1.7,2025-05-12 10:45:50.371759,/auth/login,401,60,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
172.16.1.2,2025-05-12 10:45:50.535633,/api/v2/data,200,51,python-requests/2.31.0,1,scraper
10.0.1.175,2025-05-12 10:45:50.673983,/analytics/summary,200,126,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.14,2025-05-12 10:45:51.264485,/auth/register,200,70,PostmanRuntime/7.36.0,1,scraper
10.0.1.154,2025-05-12 10:45:51.400516,/security/rate-limits,200,55,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.1.1.19,2025-05-12 10:45:51.683604,/docs,200,115,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.16,2025-05-12 10:45:52.802023,/api/keys/generate,200,102,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.173,2025-05-12 10:45:53.448525,/api/keys/generate,200,215,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.9,2025-05-12 10:45:54.236120,/users/settings,200,66,custom-bot/1.0,1,scraper
192.168.1.14,2025-05-12 10:45:54.970308,/auth/register,401,42,python-requests/2.31.0,1,bruteforce
10.0.1.32,2025-05-12 10:45:55.156406,/users/settings,200,196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.14,2025-05-12 10:45:56.530656,/auth/login,200,32,python-requests/2.31.0,1,bruteforce
10.0.1.79,2025-05-12 10:45:57.026468,/auth/login,201,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.12,2025-05-12 10:45:57.568765,/api/keys/generate,403,27,curl/7.88.1,1,scraper
10.0.1.63,2025-05-12 10:45:57.720264,/api/keys,200,98,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.3,2025-05-12 10:45:58.165077,/api/export,200,44,custom-bot/1.0,1,scraper
192.168.1.14,2025-05-12 10:45:59.952965,/auth/login,401,46,python-requests/2.31.0,1,bruteforce
192.168.1.14,2025-05-12 10:46:00.343024,/auth/login,401,34,python-requests/2.31.0,1,bruteforce
10.1.1.20,2025-05-12 10:46:01.186038,/analytics/requests,200,157,Go-http-client/1.1,0,normal
10.1.1.1,2025-05-12 10:46:01.257127,/api/keys,201,147,Go-http-client/1.1,0,normal
172.16.1.15,2025-05-12 10:46:01.941697,/api/v1/data,403,50,axios/1.6.2,1,scraper
10.1.1.4,2025-05-12 10:46:02.387673,/api/keys,200,188,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.7,2025-05-12 10:46:02.395912,/auth/login,401,14,curl/7.88.1,1,credential_stuffing
172.16.1.11,2025-05-12 10:46:02.500035,/security/blocked-ips,200,58,Scrapy/2.11.0,1,scraper
192.168.1.14,2025-05-12 10:46:02.667948,/auth/login,401,24,python-requests/2.31.0,1,bruteforce
10.0.1.153,2025-05-12 10:46:04.335116,/users/profile,200,257,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
203.0.1.7,2025-05-12 10:46:04.413520,/auth/login,429,53,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
192.168.1.14,2025-05-12 10:46:04.544771,/auth/login,401,29,python-requests/2.31.0,1,bruteforce
10.1.1.2,2025-05-12 10:46:04.837229,/analytics/requests,200,74,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.14,2025-05-12 10:46:05.027850,/auth/login,401,48,python-requests/2.31.0,1,bruteforce
10.0.1.117,2025-05-12 10:46:05.942045,/users/settings,200,205,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.112,2025-05-12 10:46:06.069021,/api/keys,200,172,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.14,2025-05-12 10:46:06.171143,/auth/login,401,49,python-requests/2.31.0,1,bruteforce
10.0.1.11,2025-05-12 10:46:07.059322,/api/keys/generate,200,118,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
172.16.1.8,2025-05-12 10:46:07.117763,/debug/vars,500,82,custom-bot/1.0,1,scraper
10.0.1.4,2025-05-12 10:46:07.130971,/users/settings,200,179,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.160,2025-05-12 10:46:07.277346,/docs,200,117,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.179,2025-05-12 10:46:07.359340,/security/rate-limits,200,185,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.1.1.14,2025-05-12 10:46:09.813234,/users/profile,200,170,python-requests/2.31.0,0,normal
192.168.1.14,2025-05-12 10:46:09.913268,/auth/register,200,42,python-requests/2.31.0,1,bruteforce
192.168.1.14,2025-05-12 10:46:09.934702,/auth/login,401,58,python-requests/2.31.0,1,bruteforce
192.168.1.14,2025-05-12 10:46:10.631531,/auth/login,401,40,python-requests/2.31.0,1,bruteforce
192.168.1.14,2025-05-12 10:46:11.869516,/users/profile,429,46,python-requests/2.31.0,1,bruteforce
192.168.1.14,2025-05-12 10:46:12.240049,/auth/login,200,23,python-requests/2.31.0,1,bruteforce
10.0.1.109,2025-05-12 10:46:12.333140,/auth/register,200,175,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.1.1.13,2025-05-12 10:46:13.858375,/docs,200,36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.66,2025-05-12 10:46:14.193597,/analytics/summary,400,20,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
192.168.1.14,2025-05-12 10:46:14.764214,/auth/login,429,29,python-requests/2.31.0,1,bruteforce
10.0.1.20,2025-05-12 10:46:14.783569,/users/profile,200,156,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.175,2025-05-12 10:46:14.841261,/api/keys,201,162,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.164,2025-05-12 10:46:15.390056,/auth/register,200,292,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.152,2025-05-12 10:46:16.362734,/auth/login,200,107,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.1.1.7,2025-05-12 10:46:17.517424,/analytics/summary,201,129,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.1.1.18,2025-05-12 10:46:17.671839,/docs,200,131,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.7,2025-05-12 10:46:18.055776,/admin/config,200,90,curl/7.88.1,1,scraper
10.0.1.30,2025-05-12 10:46:18.697947,/auth/register,200,30,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
192.168.1.14,2025-05-12 10:46:18.898689,/auth/login,429,51,python-requests/2.31.0,1,bruteforce
203.0.1.7,2025-05-12 10:46:19.409887,/users/profile,401,34,curl/7.88.1,1,credential_stuffing
10.0.1.10,2025-05-12 10:46:19.577609,/auth/login,200,128,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.14,2025-05-12 10:46:20.066592,/auth/login,401,43,python-requests/2.31.0,1,bruteforce
10.0.1.173,2025-05-12 10:46:20.215502,/auth/login,200,169,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.14,2025-05-12 10:46:21.111791,/api/keys,404,65,PostmanRuntime/7.36.0,1,scraper
10.1.1.20,2025-05-12 10:46:21.232345,/users/settings,200,112,Go-http-client/1.1,0,normal
10.0.1.180,2025-05-12 10:46:21.249749,/security/rate-limits,200,160,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
192.168.1.14,2025-05-12 10:46:21.663376,/auth/login,401,34,python-requests/2.31.0,1,bruteforce
10.0.1.100,2025-05-12 10:46:21.694884,/auth/register,200,132,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.125,2025-05-12 10:46:22.181652,/docs,200,70,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
172.16.1.6,2025-05-12 10:46:22.212362,/users/settings,200,60,Java/17.0.1,1,scraper
172.16.1.4,2025-05-12 10:46:22.366408,/api/v2/data,200,63,python-requests/2.31.0,1,scraper
10.1.1.12,2025-05-12 10:46:23.185548,/api/keys,200,100,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.66,2025-05-12 10:46:24.165437,/analytics/requests,200,60,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.134,2025-05-12 10:46:24.235544,/api/keys,200,179,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
172.16.1.9,2025-05-12 10:46:25.134297,/docs,200,53,Go-http-client/1.1,1,scraper
172.16.1.6,2025-05-12 10:46:25.289920,/docs,200,49,PostmanRuntime/7.36.0,1,scraper
10.0.1.12,2025-05-12 10:46:25.394458,/api/keys/generate,200,124,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.160,2025-05-12 10:46:25.822558,/api/keys/generate,201,163,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.152,2025-05-12 10:46:30.360673,/docs,200,67,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.72,2025-05-12 10:46:30.688751,/analytics/requests,200,172,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.64,2025-05-12 10:46:30.839708,/analytics/summary,200,171,Mozilla/5.0 (Linux; Android 14) Chrome/120.0.0.0 Mobile,0,normal
10.0.1.79,2025-05-12 10:46:32.172212,/api/keys,200,199,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
203.0.1.5,2025-05-12 10:46:32.545178,/auth/login,401,78,Java/17.0.1,1,credential_stuffing
192.168.1.14,2025-05-12 10:46:32.776132,/auth/login,401,35,python-requests/2.31.0,1,bruteforce
10.0.1.129,2025-05-12 10:46:32.875599,/analytics/requests,200,161,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.1,2025-05-12 10:46:33.758965,/admin/users,200,86,python-requests/2.31.0,1,scraper
10.1.1.13,2025-05-12 10:46:33.891292,/auth/login,200,97,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.154,2025-05-12 10:46:35.034886,/docs,200,167,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Firefox/121.0,0,normal
10.0.1.135,2025-05-12 10:46:35.986400,/health,200,226,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
192.168.1.10,2025-05-12 10:46:36.089343,/auth/login,401,41,axios/1.6.2,1,bruteforce
10.1.1.18,2025-05-12 10:46:36.192442,/health,200,144,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
10.0.1.8,2025-05-12 10:46:36.364586,/security/blocked-ips,200,173,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
172.16.1.14,2025-05-12 10:46:36.693956,/api/keys/generate,500,54,curl/7.88.1,1,scraper
10.1.1.15,2025-05-12 10:46:37.572187,/health,200,102,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
172.16.1.11,2025-05-12 10:46:37.762801,/security/rate-limits,200,54,Scrapy/2.11.0,1,scraper
172.16.1.6,2025-05-12 10:46:37.820054,/health,200,59,PostmanRuntime/7.36.0,1,scraper
10.0.1.87,2025-05-12 10:46:37.846138,/analytics/requests,500,205,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
10.0.1.116,2025-05-12 10:46:38.011150,/analytics/requests,200,163,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.0.1.15,2025-05-12 10:46:38.491368,/analytics/summary,200,170,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
203.0.1.3,2025-05-12 10:46:38.514310,/auth/login,401,82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,1,credential_stuffing
10.0.1.126,2025-05-12 10:46:38.766576,/security/rate-limits,200,82,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,0,normal
10.1.1.9,2025-05-12 10:46:39.177269,/api/keys,200,211,python-requests/2.31.0,0,normal
10.0.1.153,2025-05-12 10:46:39.481458,/security/blocked-ips,200,83,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148,0,normal
192.168.1.11,2025-05-12 10:46:40.436882,/auth/login,401,43,Scrapy/2.11.0,1,bruteforce
10.0.1.179,2025-05-12 10:46:41.029130,/auth/register,200,257,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,0,normal
